compound_id,smiles,patent_id,assignee,publication_date,year,series,assay_id,standard_relation,pIC50,project_note,source_row,raw_smiles,standardized_smiles,status,duplicate_group_size,source_rows,patent_ids,assignees,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,heavy_atoms,rings,pIC50_median,n_measurements,murcko_scaffold,scaffold_id,cluster_id
DPC0139,CCOc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,=,6.32,primary measurement,139,CCOc1ccc(C(F)(F)F)cc1,CCOc1ccc(C(F)(F)F)cc1,accepted,1,139,DEMO-103-A1,Kestrel BioDiscovery,190.164,3.104,9.23,0,1,2,13,1,6.32,1.0,c1ccccc1,S001,C001
DPC0140,CCOc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,6.29,primary measurement,140,CCOc1ccc(C(N)=O)cc1,CCOc1ccc(C(N)=O)cc1,accepted,1,140,DEMO-103-A1,Kestrel BioDiscovery,165.192,1.184,52.32,1,2,3,12,1,6.29,1.0,c1ccccc1,S001,C001
DPC0141,CCOc1ccc(C(=O)NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,6.31,primary measurement,141,CCOc1ccc(C(=O)NC)cc1,CCOc1ccc(C(=O)NC)cc1,accepted,1,141,DEMO-103-A1,Kestrel BioDiscovery,179.219,1.445,38.33,1,2,3,13,1,6.31,1.0,c1ccccc1,S001,C021
DPC0142,CCOc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,6.09,primary measurement,142,CCOc1ccc(S(N)(=O)=O)cc1,CCOc1ccc(S(N)(=O)=O)cc1,accepted,1,142,DEMO-103-A1,Kestrel BioDiscovery,201.247,0.733,69.39,1,3,3,13,1,6.09,1.0,c1ccccc1,S001,C001
DPC0143,CCOc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,6.0,primary measurement,143,CCOc1ccc(OC(F)(F)F)cc1,CCOc1ccc(OC(F)(F)F)cc1,accepted,1,143,DEMO-103-A1,Kestrel BioDiscovery,206.163,2.984,18.46,0,2,3,14,1,6.0,1.0,c1ccccc1,S001,C001
DPC0144,CCOc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,6.17,primary measurement,144,CCOc1ccc(N2CCOCC2)cc1,CCOc1ccc(N2CCOCC2)cc1,accepted,1,144,DEMO-103-A1,Kestrel BioDiscovery,207.273,1.922,21.7,0,3,3,15,2,6.17,1.0,c1ccc(N2CCOCC2)cc1,S002,C024
DPC0145,CCOc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,5.92,primary measurement,145,CCOc1ccc(C2CC2)cc1,CCOc1ccc(C2CC2)cc1,accepted,1,145,DEMO-103-A1,Kestrel BioDiscovery,162.232,2.963,9.23,0,1,3,12,2,5.92,1.0,c1ccc(C2CC2)cc1,S003,C001
DPC0146,CCOc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.16,primary measurement,146,CCOc1ccc(C2CCCCC2)cc1,CCOc1ccc(C2CCCCC2)cc1,accepted,1,146,DEMO-103-A1,Kestrel BioDiscovery,204.313,4.133,9.23,0,1,3,15,2,6.16,1.0,c1ccc(C2CCCCC2)cc1,S004,C023
DPC0147,CCOc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,6.11,primary measurement,147,CCOc1ccc(O)cc1,CCOc1ccc(O)cc1,accepted,1,147,DEMO-103-A1,Kestrel BioDiscovery,138.166,1.791,29.46,1,2,2,10,1,6.11,1.0,c1ccccc1,S001,C001
DPC0148,CCOc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,>,6.26,primary measurement,148,CCOc1ccc(C(=O)O)cc1,CCOc1ccc(C(=O)O)cc1,accepted,1,148,DEMO-103-A1,Kestrel BioDiscovery,166.176,1.783,46.53,1,2,3,12,1,,,c1ccccc1,S001,C001
DPC0149,Nc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.18,primary measurement,149,Nc1ccc(N)cc1,Nc1ccc(N)cc1,accepted,1,149,DEMO-103-A1,Kestrel BioDiscovery,108.144,0.851,52.04,2,2,0,8,1,6.18,1.0,c1ccccc1,S001,C015
DPC0150,CNc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.2,primary measurement,150,CNc1ccc(N)cc1,CNc1ccc(N)cc1,accepted,1,150,DEMO-103-A1,Kestrel BioDiscovery,122.171,1.31,38.05,2,2,1,9,1,6.2,1.0,c1ccccc1,S001,C008
DPC0151,CN(C)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-08,=,6.16,primary measurement,151,CN(C)c1ccc(N)cc1,CN(C)c1ccc(N)cc1,accepted,1,151,DEMO-103-A1,Kestrel BioDiscovery,136.198,1.335,29.26,1,2,1,10,1,6.16,1.0,c1ccccc1,S001,C007
DPC0152,N#Cc1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-09,=,6.15,primary measurement,152,N#Cc1ccc(N)cc1,N#Cc1ccc(N)cc1,accepted,1,152,DEMO-103-A1,Kestrel BioDiscovery,118.139,1.14,49.81,1,2,0,9,1,6.15,1.0,c1ccccc1,S001,C009
DPC0153,Nc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-10,=,6.06,primary measurement,153,Nc1ccc(C(F)(F)F)cc1,Nc1ccc(C(F)(F)F)cc1,accepted,1,153,DEMO-103-A1,Kestrel BioDiscovery,161.126,2.288,26.02,1,1,0,11,1,6.06,1.0,c1ccccc1,S001,C006
DPC0154,NC(=O)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-11,=,6.06,primary measurement,154,NC(=O)c1ccc(N)cc1,NC(=O)c1ccc(N)cc1,accepted,1,154,DEMO-103-A1,Kestrel BioDiscovery,136.154,0.368,69.11,2,2,1,10,1,6.06,1.0,c1ccccc1,S001,C003
DPC0155,CNC(=O)c1ccc(N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-12,=,6.22,primary measurement,155,CNC(=O)c1ccc(N)cc1,CNC(=O)c1ccc(N)cc1,accepted,1,155,DEMO-103-A1,Kestrel BioDiscovery,150.181,0.628,55.12,2,2,1,11,1,6.22,1.0,c1ccccc1,S001,C010
DPC0156,Nc1ccc(S(N)(=O)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-01,=,6.2,primary measurement,156,Nc1ccc(S(N)(=O)=O)cc1,Nc1ccc(S(N)(=O)=O)cc1,accepted,1,156,DEMO-103-A1,Kestrel BioDiscovery,172.209,-0.084,86.18,2,3,1,11,1,6.2,1.0,c1ccccc1,S001,C014
DPC0157,Nc1ccc(OC(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,6.25,primary measurement,157,Nc1ccc(OC(F)(F)F)cc1,Nc1ccc(OC(F)(F)F)cc1,accepted,1,157,DEMO-103-A1,Kestrel BioDiscovery,177.125,2.167,35.25,1,2,1,12,1,6.25,1.0,c1ccccc1,S001,C013
DPC0158,Nc1ccc(N2CCOCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,=,6.4,primary measurement,158,Nc1ccc(N2CCOCC2)cc1,Nc1ccc(N2CCOCC2)cc1,accepted,1,158,DEMO-103-A1,Kestrel BioDiscovery,178.235,1.105,38.49,1,3,1,13,2,6.4,1.0,c1ccc(N2CCOCC2)cc1,S002,C011
DPC0159,Nc1ccc(C2CC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,5.98,primary measurement,159,Nc1ccc(C2CC2)cc1,Nc1ccc(C2CC2)cc1,accepted,1,159,DEMO-103-A1,Kestrel BioDiscovery,133.194,2.146,26.02,1,1,1,10,2,5.98,1.0,c1ccc(C2CC2)cc1,S003,C031
DPC0160,Nc1ccc(C2CCCCC2)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,5.96,primary measurement,160,Nc1ccc(C2CCCCC2)cc1,Nc1ccc(C2CCCCC2)cc1,accepted,1,160,DEMO-103-A1,Kestrel BioDiscovery,175.275,3.317,26.02,1,1,1,13,2,5.96,1.0,c1ccc(C2CCCCC2)cc1,S004,C012
DPC0161,Nc1ccc(O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,<,5.67,primary measurement,161,Nc1ccc(O)cc1,Nc1ccc(O)cc1,accepted,1,161,DEMO-103-A1,Kestrel BioDiscovery,109.128,0.974,46.25,2,2,0,8,1,,,c1ccccc1,S001,C015
DPC0162,Nc1ccc(C(=O)O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,5.73,primary measurement,162,Nc1ccc(C(=O)O)cc1,Nc1ccc(C(=O)O)cc1,accepted,1,162,DEMO-103-A1,Kestrel BioDiscovery,137.138,0.967,63.32,2,2,1,10,1,5.73,1.0,c1ccccc1,S001,C030
DPC0163,CNc1ccc(NC)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.13,primary measurement,163,CNc1ccc(NC)cc1,CNc1ccc(NC)cc1,accepted,2,163 | 229,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,136.198,1.77,24.06,2,2,2,10,1,6.01,2.0,c1ccccc1,S001,C008
DPC0164,CNc1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.33,primary measurement,164,CNc1ccc(N(C)C)cc1,CNc1ccc(N(C)C)cc1,accepted,2,164 | 230,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,150.225,1.794,15.27,1,2,2,11,1,6.33,1.0,c1ccccc1,S001,C007
DPC0165,CNc1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.52,primary measurement,165,CNc1ccc(C#N)cc1,CNc1ccc(C#N)cc1,accepted,2,165 | 231,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,132.166,1.6,35.82,1,2,1,10,1,6.305,2.0,c1ccccc1,S001,C008
DPC0166,CNc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.49,primary measurement,166,CNc1ccc(C(F)(F)F)cc1,CNc1ccc(C(F)(F)F)cc1,accepted,2,166 | 232,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,175.153,2.747,12.03,1,1,1,12,1,6.33,2.0,c1ccccc1,S001,C006
DPC0167,CNc1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.4,primary measurement,167,CNc1ccc(C(N)=O)cc1,CNc1ccc(C(N)=O)cc1,accepted,2,167 | 233,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,150.181,0.827,55.12,2,2,2,11,1,6.35,2.0,c1ccccc1,S001,C003
DPC0168,CNC(=O)c1ccc(NC)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.37,primary measurement,168,CNC(=O)c1ccc(NC)cc1,CNC(=O)c1ccc(NC)cc1,accepted,2,168 | 234,DEMO-103-A1 | DEMO-104-A1,Kestrel BioDiscovery | Mosaic Medicines,164.208,1.088,41.13,2,2,2,12,1,6.43,2.0,c1ccccc1,S001,C010
DPC0169,CNc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.18,primary measurement,169,CNc1ccc(S(N)(=O)=O)cc1,CNc1ccc(S(N)(=O)=O)cc1,accepted,1,169,DEMO-104-A1,Mosaic Medicines,186.236,0.376,72.19,2,3,2,12,1,6.18,1.0,c1ccccc1,S001,C014
DPC0170,CNc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.18,primary measurement,170,CNc1ccc(OC(F)(F)F)cc1,CNc1ccc(OC(F)(F)F)cc1,accepted,1,170,DEMO-104-A1,Mosaic Medicines,191.152,2.627,21.26,1,2,2,13,1,6.18,1.0,c1ccccc1,S001,C013
DPC0171,CNc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.45,primary measurement,171,CNc1ccc(N2CCOCC2)cc1,CNc1ccc(N2CCOCC2)cc1,accepted,1,171,DEMO-104-A1,Mosaic Medicines,192.262,1.565,24.5,1,3,2,14,2,6.45,1.0,c1ccc(N2CCOCC2)cc1,S002,C011
DPC0172,CNc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.27,primary measurement,172,CNc1ccc(C2CC2)cc1,CNc1ccc(C2CC2)cc1,accepted,1,172,DEMO-104-A1,Mosaic Medicines,147.221,2.606,12.03,1,1,2,11,2,6.27,1.0,c1ccc(C2CC2)cc1,S003,C008
DPC0173,CNc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.51,primary measurement,173,CNc1ccc(C2CCCCC2)cc1,CNc1ccc(C2CCCCC2)cc1,accepted,1,173,DEMO-104-A1,Mosaic Medicines,189.302,3.776,12.03,1,1,2,14,2,6.51,1.0,c1ccc(C2CCCCC2)cc1,S004,C012
DPC0174,CNc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.37,primary measurement,174,CNc1ccc(O)cc1,CNc1ccc(O)cc1,accepted,1,174,DEMO-104-A1,Mosaic Medicines,123.155,1.434,32.26,2,2,1,9,1,6.37,1.0,c1ccccc1,S001,C008
DPC0175,CNc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.4,primary measurement,175,CNc1ccc(C(=O)O)cc1,CNc1ccc(C(=O)O)cc1,accepted,1,175,DEMO-104-A1,Mosaic Medicines,151.165,1.426,49.33,2,2,2,11,1,6.4,1.0,c1ccccc1,S001,C008
DPC0176,CN(C)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.54,primary measurement,176,CN(C)c1ccc(N(C)C)cc1,CN(C)c1ccc(N(C)C)cc1,accepted,1,176,DEMO-104-A1,Mosaic Medicines,164.252,1.819,6.48,0,2,2,12,1,6.54,1.0,c1ccccc1,S001,C007
DPC0177,CN(C)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.48,primary measurement,177,CN(C)c1ccc(C#N)cc1,CN(C)c1ccc(C#N)cc1,accepted,1,177,DEMO-104-A1,Mosaic Medicines,146.193,1.624,27.03,0,2,1,11,1,6.48,1.0,c1ccccc1,S001,C007
DPC0178,CN(C)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.31,primary measurement,178,CN(C)c1ccc(C(F)(F)F)cc1,CN(C)c1ccc(C(F)(F)F)cc1,accepted,1,178,DEMO-104-A1,Mosaic Medicines,189.18,2.771,3.24,0,1,1,13,1,6.31,1.0,c1ccccc1,S001,C006
DPC0179,CN(C)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.23,primary measurement,179,CN(C)c1ccc(C(N)=O)cc1,CN(C)c1ccc(C(N)=O)cc1,accepted,1,179,DEMO-104-A1,Mosaic Medicines,164.208,0.852,46.33,1,2,2,12,1,6.23,1.0,c1ccccc1,S001,C003
DPC0180,CNC(=O)c1ccc(N(C)C)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.35,primary measurement,180,CNC(=O)c1ccc(N(C)C)cc1,CNC(=O)c1ccc(N(C)C)cc1,accepted,1,180,DEMO-104-A1,Mosaic Medicines,178.235,1.112,32.34,1,2,2,13,1,6.35,1.0,c1ccccc1,S001,C010
DPC0181,CN(C)c1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.34,primary measurement,181,CN(C)c1ccc(S(N)(=O)=O)cc1,CN(C)c1ccc(S(N)(=O)=O)cc1,accepted,1,181,DEMO-104-A1,Mosaic Medicines,200.263,0.4,63.4,1,3,2,13,1,6.34,1.0,c1ccccc1,S001,C014
DPC0182,CN(C)c1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.45,primary measurement,182,CN(C)c1ccc(OC(F)(F)F)cc1,CN(C)c1ccc(OC(F)(F)F)cc1,accepted,1,182,DEMO-104-A1,Mosaic Medicines,205.179,2.651,12.47,0,2,2,14,1,6.45,1.0,c1ccccc1,S001,C013
DPC0183,CN(C)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.68,primary measurement,183,CN(C)c1ccc(N2CCOCC2)cc1,CN(C)c1ccc(N2CCOCC2)cc1,accepted,1,183,DEMO-104-A1,Mosaic Medicines,206.289,1.589,15.71,0,3,2,15,2,6.68,1.0,c1ccc(N2CCOCC2)cc1,S002,C011
DPC0184,CN(C)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,<,6.33,primary measurement,184,CN(C)c1ccc(C2CC2)cc1,CN(C)c1ccc(C2CC2)cc1,accepted,1,184,DEMO-104-A1,Mosaic Medicines,161.248,2.63,3.24,0,1,2,12,2,,,c1ccc(C2CC2)cc1,S003,C007
DPC0185,CN(C)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,>,6.34,primary measurement,185,CN(C)c1ccc(C2CCCCC2)cc1,CN(C)c1ccc(C2CCCCC2)cc1,accepted,1,185,DEMO-104-A1,Mosaic Medicines,203.329,3.8,3.24,0,1,2,15,2,,,c1ccc(C2CCCCC2)cc1,S004,C012
DPC0186,CN(C)c1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.03,primary measurement,186,CN(C)c1ccc(O)cc1,CN(C)c1ccc(O)cc1,accepted,1,186,DEMO-104-A1,Mosaic Medicines,137.182,1.458,23.47,1,2,1,10,1,6.03,1.0,c1ccccc1,S001,C007
DPC0187,CN(C)c1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.04,primary measurement,187,CN(C)c1ccc(C(=O)O)cc1,CN(C)c1ccc(C(=O)O)cc1,accepted,1,187,DEMO-104-A1,Mosaic Medicines,165.192,1.451,40.54,1,2,2,12,1,6.04,1.0,c1ccccc1,S001,C007
DPC0188,N#Cc1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.41,primary measurement,188,N#Cc1ccc(C#N)cc1,N#Cc1ccc(C#N)cc1,accepted,1,188,DEMO-104-A1,Mosaic Medicines,128.134,1.43,47.58,0,2,0,10,1,6.41,1.0,c1ccccc1,S001,C009
DPC0189,N#Cc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.47,primary measurement,189,N#Cc1ccc(C(F)(F)F)cc1,N#Cc1ccc(C(F)(F)F)cc1,accepted,1,189,DEMO-104-A1,Mosaic Medicines,171.121,2.577,23.79,0,1,0,12,1,6.47,1.0,c1ccccc1,S001,C006
DPC0190,N#Cc1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.57,primary measurement,190,N#Cc1ccc(C(N)=O)cc1,N#Cc1ccc(C(N)=O)cc1,accepted,1,190,DEMO-104-A1,Mosaic Medicines,146.149,0.657,66.88,1,2,1,11,1,6.57,1.0,c1ccccc1,S001,C003
DPC0191,CNC(=O)c1ccc(C#N)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.74,primary measurement,191,CNC(=O)c1ccc(C#N)cc1,CNC(=O)c1ccc(C#N)cc1,accepted,1,191,DEMO-104-A1,Mosaic Medicines,160.176,0.918,52.89,1,2,1,12,1,6.74,1.0,c1ccccc1,S001,C010
DPC0192,N#Cc1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.65,primary measurement,192,N#Cc1ccc(S(N)(=O)=O)cc1,N#Cc1ccc(S(N)(=O)=O)cc1,accepted,1,192,DEMO-104-A1,Mosaic Medicines,182.204,0.206,83.95,1,3,1,12,1,6.65,1.0,c1ccccc1,S001,C040
DPC0193,N#Cc1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.61,primary measurement,193,N#Cc1ccc(OC(F)(F)F)cc1,N#Cc1ccc(OC(F)(F)F)cc1,accepted,1,193,DEMO-104-A1,Mosaic Medicines,187.12,2.457,33.02,0,2,1,13,1,6.61,1.0,c1ccccc1,S001,C039
DPC0194,N#Cc1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.7,primary measurement,194,N#Cc1ccc(N2CCOCC2)cc1,N#Cc1ccc(N2CCOCC2)cc1,accepted,1,194,DEMO-104-A1,Mosaic Medicines,188.23,1.395,36.26,0,3,1,14,2,6.7,1.0,c1ccc(N2CCOCC2)cc1,S002,C011
DPC0195,N#Cc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.31,primary measurement,195,N#Cc1ccc(C2CC2)cc1,N#Cc1ccc(C2CC2)cc1,accepted,1,195,DEMO-104-A1,Mosaic Medicines,143.189,2.436,23.79,0,1,1,11,2,6.31,1.0,c1ccc(C2CC2)cc1,S003,C009
DPC0196,N#Cc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.4,primary measurement,196,N#Cc1ccc(C2CCCCC2)cc1,N#Cc1ccc(C2CCCCC2)cc1,accepted,1,196,DEMO-104-A1,Mosaic Medicines,185.27,3.606,23.79,0,1,1,14,2,6.4,1.0,c1ccc(C2CCCCC2)cc1,S004,C029
DPC0197,N#Cc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.25,primary measurement,197,N#Cc1ccc(O)cc1,N#Cc1ccc(O)cc1,accepted,1,197,DEMO-104-A1,Mosaic Medicines,119.123,1.264,44.02,1,2,0,9,1,6.25,1.0,c1ccccc1,S001,C009
DPC0198,N#Cc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.4,primary measurement,198,N#Cc1ccc(C(=O)O)cc1,N#Cc1ccc(C(=O)O)cc1,accepted,1,198,DEMO-104-A1,Mosaic Medicines,147.133,1.256,61.09,1,2,1,11,1,6.4,1.0,c1ccccc1,S001,C009
DPC0199,FC(F)(F)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.62,primary measurement,199,FC(F)(F)c1ccc(C(F)(F)F)cc1,FC(F)(F)c1ccc(C(F)(F)F)cc1,accepted,1,199,DEMO-104-A1,Mosaic Medicines,214.108,3.724,0.0,0,0,0,14,1,6.62,1.0,c1ccccc1,S001,C006
DPC0200,NC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.6,primary measurement,200,NC(=O)c1ccc(C(F)(F)F)cc1,NC(=O)c1ccc(C(F)(F)F)cc1,accepted,1,200,DEMO-104-A1,Mosaic Medicines,189.136,1.804,43.09,1,1,1,13,1,6.6,1.0,c1ccccc1,S001,C003
DPC0201,CNC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.61,primary measurement,201,CNC(=O)c1ccc(C(F)(F)F)cc1,CNC(=O)c1ccc(C(F)(F)F)cc1,accepted,1,201,DEMO-104-A1,Mosaic Medicines,203.163,2.065,29.1,1,1,1,14,1,6.61,1.0,c1ccccc1,S001,C010
DPC0202,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.38,primary measurement,202,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,accepted,1,202,DEMO-104-A1,Mosaic Medicines,225.191,1.353,60.16,1,2,1,14,1,6.38,1.0,c1ccccc1,S001,C028
DPC0203,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.26,primary measurement,203,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,accepted,1,203,DEMO-104-A1,Mosaic Medicines,230.107,3.604,9.23,0,1,1,15,1,6.26,1.0,c1ccccc1,S001,C006
DPC0204,FC(F)(F)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.38,primary measurement,204,FC(F)(F)c1ccc(N2CCOCC2)cc1,FC(F)(F)c1ccc(N2CCOCC2)cc1,accepted,1,204,DEMO-104-A1,Mosaic Medicines,231.217,2.542,12.47,0,2,1,16,2,6.38,1.0,c1ccc(N2CCOCC2)cc1,S002,C011
