compound_a,compound_b,shared_core,fragment_a,fragment_b,assignees_a,assignees_b,pIC50_median_a,pIC50_median_b,activity_delta_b_minus_a
DPC0025,DPC0043,Clc1ccc([*:1])cc1,C[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.46,5.7,0.2400000000000002
DPC0026,DPC0027,Clc1ccc([*:1])cc1,CC[*:1],CCC[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.67,0.03000000000000025
DPC0026,DPC0028,Clc1ccc([*:1])cc1,CC[*:1],CO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.82,0.1800000000000006
DPC0026,DPC0029,Clc1ccc([*:1])cc1,CC[*:1],CCO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.81,0.16999999999999993
DPC0026,DPC0030,Clc1ccc([*:1])cc1,CC[*:1],N[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.59,-0.04999999999999982
DPC0026,DPC0031,Clc1ccc([*:1])cc1,CC[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.54,-0.09999999999999964
DPC0026,DPC0032,Clc1ccc([*:1])cc1,CC[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.54,-0.09999999999999964
DPC0026,DPC0033,Clc1ccc([*:1])cc1,CC[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.64,0.0
DPC0026,DPC0034,Clc1ccc([*:1])cc1,CC[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.69,0.05000000000000071
DPC0026,DPC0035,Clc1ccc([*:1])cc1,CC[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.77,0.1299999999999999
DPC0026,DPC0036,Clc1ccc([*:1])cc1,CC[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.94,0.3000000000000007
DPC0026,DPC0037,Clc1ccc([*:1])cc1,CC[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,,
DPC0026,DPC0038,Clc1ccc([*:1])cc1,CC[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.83,0.1900000000000004
DPC0026,DPC0039,Clc1ccc([*:1])cc1,CC[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.64,5.94,0.3000000000000007
DPC0026,DPC0040,Clc1ccc([*:1])cc1,CC[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.56,-0.08000000000000007
DPC0026,DPC0041,Clc1ccc([*:1])cc1,CC[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.64,5.66,0.020000000000000462
DPC0026,DPC0042,Clc1ccc([*:1])cc1,CC[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.53,-0.10999999999999943
DPC0026,DPC0043,Clc1ccc([*:1])cc1,CC[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.7,0.0600000000000005
DPC0027,DPC0028,Clc1ccc([*:1])cc1,CCC[*:1],CO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.82,0.15000000000000036
DPC0027,DPC0029,Clc1ccc([*:1])cc1,CCC[*:1],CCO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.81,0.13999999999999968
DPC0027,DPC0030,Clc1ccc([*:1])cc1,CCC[*:1],N[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.59,-0.08000000000000007
DPC0027,DPC0031,Clc1ccc([*:1])cc1,CCC[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.54,-0.1299999999999999
DPC0027,DPC0032,Clc1ccc([*:1])cc1,CCC[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.54,-0.1299999999999999
DPC0027,DPC0033,Clc1ccc([*:1])cc1,CCC[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.64,-0.03000000000000025
DPC0027,DPC0034,Clc1ccc([*:1])cc1,CCC[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.69,0.020000000000000462
DPC0027,DPC0035,Clc1ccc([*:1])cc1,CCC[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.77,0.09999999999999964
DPC0027,DPC0036,Clc1ccc([*:1])cc1,CCC[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.94,0.27000000000000046
DPC0027,DPC0037,Clc1ccc([*:1])cc1,CCC[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,,
DPC0027,DPC0038,Clc1ccc([*:1])cc1,CCC[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.83,0.16000000000000014
DPC0027,DPC0039,Clc1ccc([*:1])cc1,CCC[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.67,5.94,0.27000000000000046
DPC0027,DPC0040,Clc1ccc([*:1])cc1,CCC[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.56,-0.11000000000000032
DPC0027,DPC0041,Clc1ccc([*:1])cc1,CCC[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.67,5.66,-0.009999999999999787
DPC0027,DPC0042,Clc1ccc([*:1])cc1,CCC[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.53,-0.13999999999999968
DPC0027,DPC0043,Clc1ccc([*:1])cc1,CCC[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.67,5.7,0.03000000000000025
DPC0028,DPC0029,Clc1ccc([*:1])cc1,CO[*:1],CCO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.81,-0.010000000000000675
DPC0028,DPC0030,Clc1ccc([*:1])cc1,CO[*:1],N[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.59,-0.23000000000000043
DPC0028,DPC0031,Clc1ccc([*:1])cc1,CO[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.54,-0.28000000000000025
DPC0028,DPC0032,Clc1ccc([*:1])cc1,CO[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.54,-0.28000000000000025
DPC0028,DPC0033,Clc1ccc([*:1])cc1,CO[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.64,-0.1800000000000006
DPC0028,DPC0034,Clc1ccc([*:1])cc1,CO[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.69,-0.1299999999999999
DPC0028,DPC0035,Clc1ccc([*:1])cc1,CO[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.77,-0.05000000000000071
DPC0028,DPC0036,Clc1ccc([*:1])cc1,CO[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.94,0.1200000000000001
DPC0028,DPC0037,Clc1ccc([*:1])cc1,CO[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,,
DPC0028,DPC0038,Clc1ccc([*:1])cc1,CO[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.83,0.009999999999999787
DPC0028,DPC0039,Clc1ccc([*:1])cc1,CO[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.82,5.94,0.1200000000000001
DPC0028,DPC0040,Clc1ccc([*:1])cc1,CO[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.56,-0.2600000000000007
DPC0028,DPC0041,Clc1ccc([*:1])cc1,CO[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.82,5.66,-0.16000000000000014
DPC0028,DPC0042,Clc1ccc([*:1])cc1,CO[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.53,-0.29000000000000004
DPC0028,DPC0043,Clc1ccc([*:1])cc1,CO[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.82,5.7,-0.1200000000000001
DPC0029,DPC0030,Clc1ccc([*:1])cc1,CCO[*:1],N[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.59,-0.21999999999999975
DPC0029,DPC0031,Clc1ccc([*:1])cc1,CCO[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.54,-0.2699999999999996
DPC0029,DPC0032,Clc1ccc([*:1])cc1,CCO[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.54,-0.2699999999999996
DPC0029,DPC0033,Clc1ccc([*:1])cc1,CCO[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.64,-0.16999999999999993
DPC0029,DPC0034,Clc1ccc([*:1])cc1,CCO[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.69,-0.11999999999999922
DPC0029,DPC0035,Clc1ccc([*:1])cc1,CCO[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.77,-0.040000000000000036
DPC0029,DPC0036,Clc1ccc([*:1])cc1,CCO[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.94,0.13000000000000078
DPC0029,DPC0037,Clc1ccc([*:1])cc1,CCO[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,,
DPC0029,DPC0038,Clc1ccc([*:1])cc1,CCO[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.83,0.020000000000000462
DPC0029,DPC0039,Clc1ccc([*:1])cc1,CCO[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.81,5.94,0.13000000000000078
DPC0029,DPC0040,Clc1ccc([*:1])cc1,CCO[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.56,-0.25
DPC0029,DPC0041,Clc1ccc([*:1])cc1,CCO[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.81,5.66,-0.14999999999999947
DPC0029,DPC0042,Clc1ccc([*:1])cc1,CCO[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.53,-0.27999999999999936
DPC0029,DPC0043,Clc1ccc([*:1])cc1,CCO[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.81,5.7,-0.10999999999999943
DPC0030,DPC0031,Clc1ccc([*:1])cc1,N[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.54,-0.04999999999999982
DPC0030,DPC0032,Clc1ccc([*:1])cc1,N[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.54,-0.04999999999999982
DPC0030,DPC0033,Clc1ccc([*:1])cc1,N[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.64,0.04999999999999982
DPC0030,DPC0034,Clc1ccc([*:1])cc1,N[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.69,0.10000000000000053
DPC0030,DPC0035,Clc1ccc([*:1])cc1,N[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.77,0.17999999999999972
DPC0030,DPC0036,Clc1ccc([*:1])cc1,N[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.94,0.35000000000000053
DPC0030,DPC0037,Clc1ccc([*:1])cc1,N[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,,
DPC0030,DPC0038,Clc1ccc([*:1])cc1,N[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.83,0.2400000000000002
DPC0030,DPC0039,Clc1ccc([*:1])cc1,N[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.59,5.94,0.35000000000000053
DPC0030,DPC0040,Clc1ccc([*:1])cc1,N[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.56,-0.03000000000000025
DPC0030,DPC0041,Clc1ccc([*:1])cc1,N[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.59,5.66,0.07000000000000028
DPC0030,DPC0042,Clc1ccc([*:1])cc1,N[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.53,-0.05999999999999961
DPC0030,DPC0043,Clc1ccc([*:1])cc1,N[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.59,5.7,0.11000000000000032
DPC0031,DPC0032,Clc1ccc([*:1])cc1,CN[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.54,0.0
DPC0031,DPC0033,Clc1ccc([*:1])cc1,CN[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.64,0.09999999999999964
DPC0031,DPC0034,Clc1ccc([*:1])cc1,CN[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.69,0.15000000000000036
DPC0031,DPC0035,Clc1ccc([*:1])cc1,CN[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.77,0.22999999999999954
DPC0031,DPC0036,Clc1ccc([*:1])cc1,CN[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.94,0.40000000000000036
DPC0031,DPC0037,Clc1ccc([*:1])cc1,CN[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,,
DPC0031,DPC0038,Clc1ccc([*:1])cc1,CN[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.83,0.29000000000000004
DPC0031,DPC0039,Clc1ccc([*:1])cc1,CN[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.54,5.94,0.40000000000000036
DPC0031,DPC0040,Clc1ccc([*:1])cc1,CN[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.56,0.019999999999999574
DPC0031,DPC0041,Clc1ccc([*:1])cc1,CN[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.54,5.66,0.1200000000000001
DPC0031,DPC0042,Clc1ccc([*:1])cc1,CN[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.53,-0.009999999999999787
DPC0031,DPC0043,Clc1ccc([*:1])cc1,CN[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.7,0.16000000000000014
DPC0032,DPC0033,Clc1ccc([*:1])cc1,CN(C)[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.64,0.09999999999999964
DPC0032,DPC0034,Clc1ccc([*:1])cc1,CN(C)[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.69,0.15000000000000036
DPC0032,DPC0035,Clc1ccc([*:1])cc1,CN(C)[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.77,0.22999999999999954
DPC0032,DPC0036,Clc1ccc([*:1])cc1,CN(C)[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.94,0.40000000000000036
DPC0032,DPC0037,Clc1ccc([*:1])cc1,CN(C)[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,,
DPC0032,DPC0038,Clc1ccc([*:1])cc1,CN(C)[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.83,0.29000000000000004
DPC0032,DPC0039,Clc1ccc([*:1])cc1,CN(C)[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.54,5.94,0.40000000000000036
DPC0032,DPC0040,Clc1ccc([*:1])cc1,CN(C)[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.56,0.019999999999999574
DPC0032,DPC0041,Clc1ccc([*:1])cc1,CN(C)[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.54,5.66,0.1200000000000001
DPC0032,DPC0042,Clc1ccc([*:1])cc1,CN(C)[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.53,-0.009999999999999787
DPC0032,DPC0043,Clc1ccc([*:1])cc1,CN(C)[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.54,5.7,0.16000000000000014
DPC0033,DPC0034,Clc1ccc([*:1])cc1,N#C[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.69,0.05000000000000071
DPC0033,DPC0035,Clc1ccc([*:1])cc1,N#C[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.77,0.1299999999999999
DPC0033,DPC0036,Clc1ccc([*:1])cc1,N#C[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.94,0.3000000000000007
DPC0033,DPC0037,Clc1ccc([*:1])cc1,N#C[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,,
DPC0033,DPC0038,Clc1ccc([*:1])cc1,N#C[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.83,0.1900000000000004
DPC0033,DPC0039,Clc1ccc([*:1])cc1,N#C[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.64,5.94,0.3000000000000007
DPC0033,DPC0040,Clc1ccc([*:1])cc1,N#C[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.56,-0.08000000000000007
DPC0033,DPC0041,Clc1ccc([*:1])cc1,N#C[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.64,5.66,0.020000000000000462
DPC0033,DPC0042,Clc1ccc([*:1])cc1,N#C[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.53,-0.10999999999999943
DPC0033,DPC0043,Clc1ccc([*:1])cc1,N#C[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.64,5.7,0.0600000000000005
DPC0034,DPC0035,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],NC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.77,0.07999999999999918
DPC0034,DPC0036,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.94,0.25
DPC0034,DPC0037,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,,
DPC0034,DPC0038,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.83,0.13999999999999968
DPC0034,DPC0039,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.69,5.94,0.25
DPC0034,DPC0040,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.56,-0.13000000000000078
DPC0034,DPC0041,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.69,5.66,-0.03000000000000025
DPC0034,DPC0042,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.53,-0.16000000000000014
DPC0034,DPC0043,Clc1ccc([*:1])cc1,FC(F)(F)[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.69,5.7,0.009999999999999787
DPC0035,DPC0036,Clc1ccc([*:1])cc1,NC(=O)[*:1],CNC(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,5.94,0.17000000000000082
DPC0035,DPC0037,Clc1ccc([*:1])cc1,NC(=O)[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,,
DPC0035,DPC0038,Clc1ccc([*:1])cc1,NC(=O)[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,5.83,0.0600000000000005
DPC0035,DPC0039,Clc1ccc([*:1])cc1,NC(=O)[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.77,5.94,0.17000000000000082
DPC0035,DPC0040,Clc1ccc([*:1])cc1,NC(=O)[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,5.56,-0.20999999999999996
DPC0035,DPC0041,Clc1ccc([*:1])cc1,NC(=O)[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.77,5.66,-0.10999999999999943
DPC0035,DPC0042,Clc1ccc([*:1])cc1,NC(=O)[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,5.53,-0.23999999999999932
DPC0035,DPC0043,Clc1ccc([*:1])cc1,NC(=O)[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.77,5.7,-0.0699999999999994
DPC0036,DPC0037,Clc1ccc([*:1])cc1,CNC(=O)[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,,
DPC0036,DPC0038,Clc1ccc([*:1])cc1,CNC(=O)[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.83,-0.11000000000000032
DPC0036,DPC0039,Clc1ccc([*:1])cc1,CNC(=O)[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.94,5.94,0.0
DPC0036,DPC0040,Clc1ccc([*:1])cc1,CNC(=O)[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.56,-0.3800000000000008
DPC0036,DPC0041,Clc1ccc([*:1])cc1,CNC(=O)[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.94,5.66,-0.28000000000000025
DPC0036,DPC0042,Clc1ccc([*:1])cc1,CNC(=O)[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.53,-0.41000000000000014
DPC0036,DPC0043,Clc1ccc([*:1])cc1,CNC(=O)[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.7,-0.2400000000000002
DPC0037,DPC0038,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Northstar Therapeutics,,5.83,
DPC0037,DPC0039,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,,5.94,
DPC0037,DPC0040,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,,5.56,
DPC0037,DPC0041,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,,5.66,
DPC0037,DPC0042,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,,5.53,
DPC0037,DPC0043,Clc1ccc([*:1])cc1,NS(=O)(=O)[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,,5.7,
DPC0038,DPC0039,Clc1ccc([*:1])cc1,FC(F)(F)O[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Northstar Therapeutics,5.83,5.94,0.11000000000000032
DPC0038,DPC0040,Clc1ccc([*:1])cc1,FC(F)(F)O[*:1],C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.83,5.56,-0.27000000000000046
DPC0038,DPC0041,Clc1ccc([*:1])cc1,FC(F)(F)O[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.83,5.66,-0.16999999999999993
DPC0038,DPC0042,Clc1ccc([*:1])cc1,FC(F)(F)O[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.83,5.53,-0.2999999999999998
DPC0038,DPC0043,Clc1ccc([*:1])cc1,FC(F)(F)O[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.83,5.7,-0.1299999999999999
DPC0039,DPC0040,Clc1ccc([*:1])cc1,C1CN([*:1])CCO1,C1CC1[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.56,-0.3800000000000008
DPC0039,DPC0041,Clc1ccc([*:1])cc1,C1CN([*:1])CCO1,C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.94,5.66,-0.28000000000000025
DPC0039,DPC0042,Clc1ccc([*:1])cc1,C1CN([*:1])CCO1,O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.53,-0.41000000000000014
DPC0039,DPC0043,Clc1ccc([*:1])cc1,C1CN([*:1])CCO1,O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.94,5.7,-0.2400000000000002
DPC0040,DPC0041,Clc1ccc([*:1])cc1,C1CC1[*:1],C1CCC([*:1])CC1,Northstar Therapeutics,Northstar Therapeutics,5.56,5.66,0.10000000000000053
DPC0040,DPC0042,Clc1ccc([*:1])cc1,C1CC1[*:1],O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.56,5.53,-0.02999999999999936
DPC0040,DPC0043,Clc1ccc([*:1])cc1,C1CC1[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.56,5.7,0.14000000000000057
DPC0041,DPC0042,Clc1ccc([*:1])cc1,C1CCC([*:1])CC1,O[*:1],Northstar Therapeutics,Northstar Therapeutics,5.66,5.53,-0.1299999999999999
DPC0041,DPC0043,Clc1ccc([*:1])cc1,C1CCC([*:1])CC1,O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.66,5.7,0.040000000000000036
DPC0042,DPC0043,Clc1ccc([*:1])cc1,O[*:1],O=C(O)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.53,5.7,0.16999999999999993
DPC0003,DPC0024,Brc1ccc([*:1])cc1,F[*:1],Cl[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.48,-0.3099999999999996
DPC0003,DPC0044,Brc1ccc([*:1])cc1,F[*:1],Br[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.74,-0.04999999999999982
DPC0003,DPC0045,Brc1ccc([*:1])cc1,F[*:1],C[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.72,-0.07000000000000028
DPC0003,DPC0046,Brc1ccc([*:1])cc1,F[*:1],CC[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,,
DPC0003,DPC0047,Brc1ccc([*:1])cc1,F[*:1],CCC[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.59,-0.20000000000000018
DPC0003,DPC0048,Brc1ccc([*:1])cc1,F[*:1],CO[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.58,-0.20999999999999996
DPC0003,DPC0049,Brc1ccc([*:1])cc1,F[*:1],CCO[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.53,-0.2599999999999998
