compound_id,smiles,patent_id,assignee,publication_date,year,series,assay_id,standard_relation,pIC50,project_note,source_row,raw_smiles,standardized_smiles,status,analysis_value,analysis_relation,is_exact_measurement,measurement_qc_flag
DPC0195,N#Cc1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,=,6.31,primary measurement,195,N#Cc1ccc(C2CC2)cc1,N#Cc1ccc(C2CC2)cc1,accepted,6.31,=,True,usable_exact_value
DPC0196,N#Cc1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.4,primary measurement,196,N#Cc1ccc(C2CCCCC2)cc1,N#Cc1ccc(C2CCCCC2)cc1,accepted,6.4,=,True,usable_exact_value
DPC0197,N#Cc1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.25,primary measurement,197,N#Cc1ccc(O)cc1,N#Cc1ccc(O)cc1,accepted,6.25,=,True,usable_exact_value
DPC0198,N#Cc1ccc(C(=O)O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.4,primary measurement,198,N#Cc1ccc(C(=O)O)cc1,N#Cc1ccc(C(=O)O)cc1,accepted,6.4,=,True,usable_exact_value
DPC0199,FC(F)(F)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.62,primary measurement,199,FC(F)(F)c1ccc(C(F)(F)F)cc1,FC(F)(F)c1ccc(C(F)(F)F)cc1,accepted,6.62,=,True,usable_exact_value
DPC0200,NC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.6,primary measurement,200,NC(=O)c1ccc(C(F)(F)F)cc1,NC(=O)c1ccc(C(F)(F)F)cc1,accepted,6.6,=,True,usable_exact_value
DPC0201,CNC(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.61,primary measurement,201,CNC(=O)c1ccc(C(F)(F)F)cc1,CNC(=O)c1ccc(C(F)(F)F)cc1,accepted,6.61,=,True,usable_exact_value
DPC0202,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.38,primary measurement,202,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,accepted,6.38,=,True,usable_exact_value
DPC0203,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.26,primary measurement,203,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,FC(F)(F)Oc1ccc(C(F)(F)F)cc1,accepted,6.26,=,True,usable_exact_value
DPC0204,FC(F)(F)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.38,primary measurement,204,FC(F)(F)c1ccc(N2CCOCC2)cc1,FC(F)(F)c1ccc(N2CCOCC2)cc1,accepted,6.38,=,True,usable_exact_value
DPC0205,FC(F)(F)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-02,=,6.08,primary measurement,205,FC(F)(F)c1ccc(C2CC2)cc1,FC(F)(F)c1ccc(C2CC2)cc1,accepted,6.08,=,True,usable_exact_value
DPC0206,FC(F)(F)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-03,=,6.28,primary measurement,206,FC(F)(F)c1ccc(C2CCCCC2)cc1,FC(F)(F)c1ccc(C2CCCCC2)cc1,accepted,6.28,=,True,usable_exact_value
DPC0207,Oc1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-04,<,6.21,primary measurement,207,Oc1ccc(C(F)(F)F)cc1,Oc1ccc(C(F)(F)F)cc1,accepted,6.21,<,False,censored_or_approximate
DPC0208,O=C(O)c1ccc(C(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-05,=,6.36,primary measurement,208,O=C(O)c1ccc(C(F)(F)F)cc1,O=C(O)c1ccc(C(F)(F)F)cc1,accepted,6.36,=,True,usable_exact_value
DPC0209,NC(=O)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-06,=,6.49,primary measurement,209,NC(=O)c1ccc(C(N)=O)cc1,NC(=O)c1ccc(C(N)=O)cc1,accepted,6.49,=,True,usable_exact_value
DPC0210,CNC(=O)c1ccc(C(N)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-07,=,6.51,primary measurement,210,CNC(=O)c1ccc(C(N)=O)cc1,CNC(=O)c1ccc(C(N)=O)cc1,accepted,6.51,=,True,usable_exact_value
DPC0211,NC(=O)c1ccc(S(N)(=O)=O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,6.31,primary measurement,211,NC(=O)c1ccc(S(N)(=O)=O)cc1,NC(=O)c1ccc(S(N)(=O)=O)cc1,accepted,6.31,=,True,usable_exact_value
DPC0212,NC(=O)c1ccc(OC(F)(F)F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.24,primary measurement,212,NC(=O)c1ccc(OC(F)(F)F)cc1,NC(=O)c1ccc(OC(F)(F)F)cc1,accepted,6.24,=,True,usable_exact_value
DPC0213,NC(=O)c1ccc(N2CCOCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,6.43,primary measurement,213,NC(=O)c1ccc(N2CCOCC2)cc1,NC(=O)c1ccc(N2CCOCC2)cc1,accepted,6.43,=,True,usable_exact_value
DPC0214,NC(=O)c1ccc(C2CC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,6.19,primary measurement,214,NC(=O)c1ccc(C2CC2)cc1,NC(=O)c1ccc(C2CC2)cc1,accepted,6.19,=,True,usable_exact_value
DPC0215,NC(=O)c1ccc(C2CCCCC2)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,6.43,primary measurement,215,NC(=O)c1ccc(C2CCCCC2)cc1,NC(=O)c1ccc(C2CCCCC2)cc1,accepted,6.43,=,True,usable_exact_value
DPC0216,NC(=O)c1ccc(O)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,6.35,primary measurement,216,NC(=O)c1ccc(O)cc1,NC(=O)c1ccc(O)cc1,accepted,6.35,=,True,usable_exact_value
DPC0217,NC(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-02,=,5.91,cross-patent repeat measurement,217,NC(=O)c1ccc(Br)cc1,NC(=O)c1ccc(Br)cc1,accepted,5.91,=,True,usable_exact_value
DPC0218,CNC(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-03,=,5.98,cross-patent repeat measurement,218,CNC(=O)c1ccc(Br)cc1,CNC(=O)c1ccc(Br)cc1,accepted,5.98,=,True,usable_exact_value
DPC0219,NS(=O)(=O)c1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-04,=,5.8,cross-patent repeat measurement,219,NS(=O)(=O)c1ccc(Br)cc1,NS(=O)(=O)c1ccc(Br)cc1,accepted,5.8,=,True,usable_exact_value
DPC0220,FC(F)(F)Oc1ccc(Br)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-05,=,5.7,cross-patent repeat measurement,220,FC(F)(F)Oc1ccc(Br)cc1,FC(F)(F)Oc1ccc(Br)cc1,accepted,5.7,=,True,usable_exact_value
DPC0221,Brc1ccc(N2CCOCC2)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-06,=,5.83,cross-patent repeat measurement,221,Brc1ccc(N2CCOCC2)cc1,Brc1ccc(N2CCOCC2)cc1,accepted,5.83,=,True,usable_exact_value
DPC0222,Brc1ccc(C2CC2)cc1,DEMO-101-A1,Northstar Therapeutics,2022-03-17,2022,phenyl,ASSAY-01-07,>,5.52,cross-patent repeat measurement,222,Brc1ccc(C2CC2)cc1,Brc1ccc(C2CC2)cc1,accepted,5.52,>,False,censored_or_approximate
DPC0223,CCCc1ccc(C(N)=O)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-08,=,5.7,cross-patent repeat measurement,223,CCCc1ccc(C(N)=O)cc1,CCCc1ccc(C(N)=O)cc1,accepted,5.7,=,True,usable_exact_value
DPC0224,CCCc1ccc(C(=O)NC)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-09,=,5.88,cross-patent repeat measurement,224,CCCc1ccc(C(=O)NC)cc1,CCCc1ccc(C(=O)NC)cc1,accepted,5.88,=,True,usable_exact_value
DPC0225,CCCc1ccc(S(N)(=O)=O)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-10,=,5.89,cross-patent repeat measurement,225,CCCc1ccc(S(N)(=O)=O)cc1,CCCc1ccc(S(N)(=O)=O)cc1,accepted,5.89,=,True,usable_exact_value
DPC0226,CCCc1ccc(OC(F)(F)F)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-11,=,5.96,cross-patent repeat measurement,226,CCCc1ccc(OC(F)(F)F)cc1,CCCc1ccc(OC(F)(F)F)cc1,accepted,5.96,=,True,usable_exact_value
DPC0227,CCCc1ccc(N2CCOCC2)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-12,=,6.14,cross-patent repeat measurement,227,CCCc1ccc(N2CCOCC2)cc1,CCCc1ccc(N2CCOCC2)cc1,accepted,6.14,=,True,usable_exact_value
DPC0228,CCCc1ccc(C2CC2)cc1,DEMO-102-A1,Helixbridge Pharma,2022-10-06,2022,phenyl,ASSAY-02-01,=,5.75,cross-patent repeat measurement,228,CCCc1ccc(C2CC2)cc1,CCCc1ccc(C2CC2)cc1,accepted,5.75,=,True,usable_exact_value
DPC0229,CNc1ccc(NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-02,=,5.89,cross-patent repeat measurement,229,CNc1ccc(NC)cc1,CNc1ccc(NC)cc1,accepted,5.89,=,True,usable_exact_value
DPC0230,CNc1ccc(N(C)C)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-03,<,5.94,cross-patent repeat measurement,230,CNc1ccc(N(C)C)cc1,CNc1ccc(N(C)C)cc1,accepted,5.94,<,False,censored_or_approximate
DPC0231,CNc1ccc(C#N)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-04,=,6.09,cross-patent repeat measurement,231,CNc1ccc(C#N)cc1,CNc1ccc(C#N)cc1,accepted,6.09,=,True,usable_exact_value
DPC0232,CNc1ccc(C(F)(F)F)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-05,=,6.17,cross-patent repeat measurement,232,CNc1ccc(C(F)(F)F)cc1,CNc1ccc(C(F)(F)F)cc1,accepted,6.17,=,True,usable_exact_value
DPC0233,CNc1ccc(C(N)=O)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-06,=,6.3,cross-patent repeat measurement,233,CNc1ccc(C(N)=O)cc1,CNc1ccc(C(N)=O)cc1,accepted,6.3,=,True,usable_exact_value
DPC0234,CNC(=O)c1ccc(NC)cc1,DEMO-103-A1,Kestrel BioDiscovery,2023-07-13,2023,phenyl,ASSAY-03-07,=,6.49,cross-patent repeat measurement,234,CNC(=O)c1ccc(NC)cc1,CNC(=O)c1ccc(NC)cc1,accepted,6.49,=,True,usable_exact_value
DPC0235,Fc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-08,=,5.96,cross-patent repeat measurement,235,Fc1ccc(F)cc1,Fc1ccc(F)cc1,accepted,5.96,=,True,usable_exact_value
DPC0236,Fc1ccc(Cl)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-09,=,6.05,cross-patent repeat measurement,236,Fc1ccc(Cl)cc1,Fc1ccc(Cl)cc1,accepted,6.05,=,True,usable_exact_value
DPC0237,Fc1ccc(Br)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-10,=,5.94,cross-patent repeat measurement,237,Fc1ccc(Br)cc1,Fc1ccc(Br)cc1,accepted,5.94,=,True,usable_exact_value
DPC0238,Cc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-11,=,5.79,cross-patent repeat measurement,238,Cc1ccc(F)cc1,Cc1ccc(F)cc1,accepted,5.79,=,True,usable_exact_value
DPC0239,CCc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-12,=,5.87,cross-patent repeat measurement,239,CCc1ccc(F)cc1,CCc1ccc(F)cc1,accepted,5.87,=,True,usable_exact_value
DPC0240,CCCc1ccc(F)cc1,DEMO-104-A1,Mosaic Medicines,2024-11-21,2024,phenyl,ASSAY-04-01,=,5.89,cross-patent repeat measurement,240,CCCc1ccc(F)cc1,CCCc1ccc(F)cc1,accepted,5.89,=,True,usable_exact_value
